iter	Passed	Remaining
455	943	1125
456	944	1122
457	946	1120
458	948	1117
459	950	1115
460	951	1112
461	953	1110
462	956	1108
463	958	1106
464	960	1104
465	962	1102
466	964	1100
467	966	1098
468	968	1096
469	971	1095
470	973	1092
471	975	1090
472	977	1088
473	979	1086
474	981	1084
475	983	1082
476	985	1080
477	987	1078
478	988	1075
479	990	1073
480	992	1070
481	993	1068
482	995	1065
483	997	1062
484	998	1060
485	1000	1058
486	1002	1056
487	1004	1053
488	1006	1051
489	1008	1049
490	1009	1046
491	1011	1044
492	1013	1041
493	1014	1039
494	1016	1037
495	1018	1034
496	1019	1032
497	1021	1029
498	1023	1027
499	1024	1024
500	1026	1022
501	1028	1019
502	1029	1017
503	1031	1014
504	1033	1013
505	1035	1010
506	1037	1008
507	1038	1006
508	1040	1003
509	1042	1001
510	1043	999
511	1045	996
512	1047	994
513	1049	992
514	1051	990
515	1052	987
516	1054	985
517	1056	982
518	1058	980
519	1059	978
520	1061	975
521	1063	973
522	1065	971
523	1067	969
524	1068	967
525	1070	964
526	1072	962
527	1074	960
528	1075	957
529	1077	955
530	1079	953
531	1081	950
532	1082	948
533	1084	946
534	1085	943
535	1086	940
536	1088	938
537	1089	935
538	1091	933
539	1093	931
540	1094	928
541	1097	927
542	1098	924
543	1100	922
544	1102	920
545	1103	917
546	1105	915
547	1107	913
548	1108	910
549	1110	908
550	1112	906
551	1114	904
552	1115	901
553	1117	899
554	1119	897
555	1120	895
556	1122	892
557	1124	890
558	1125	888
559	1127	885
560	1129	884
561	1131	881
562	1133	879
563	1134	877
564	1136	874
565	1138	872
566	1139	870
567	1141	868
568	1142	865
569	1144	863
570	1146	861
571	1148	859
572	1149	856
573	1151	854
574	1153	852
575	1154	850
576	1156	847
577	1158	845
578	1159	843
579	1162	841
580	1163	839
581	1165	837
582	1167	834
583	1168	832
584	1170	830
585	1172	828
586	1173	825
587	1175	823
588	1177	821
589	1179	819
590	1180	817
591	1187	818
592	1192	818
593	1197	818
594	1204	819
595	1207	818
596	1211	817
597	1215	816
598	1218	816
599	1223	815
600	1229	816
601	1233	815
602	1237	814
603	1242	814
604	1244	812
605	1246	810
606	1248	808
607	1250	806
608	1251	803
609	1253	801
610	1255	799
611	1257	797
612	1259	794
613	1260	792
614	1262	790
615	1264	787
616	1265	785
617	1267	783
618	1269	781
619	1270	778
620	1272	776
621	1274	774
622	1275	772
623	1277	769
624	1279	767
625	1280	765
626	1282	762
627	1284	760
628	1285	758
629	1287	756
630	1289	754
631	1291	751
632	1292	749
633	1294	747
634	1296	745
635	1297	742
636	1299	740
637	1301	738
638	1302	736
639	1304	733
640	1306	731
641	1308	729
642	1309	727
643	1311	724
644	1313	722
645	1315	720
646	1316	718
647	1318	716
648	1320	714
649	1322	712
650	1324	709
651	1326	708
652	1328	706
653	1330	703
654	1331	701
655	1333	699
656	1335	697
657	1337	694
658	1338	692
659	1340	690
660	1342	688
661	1343	686
662	1345	683
663	1346	681
664	1348	679
665	1350	677
666	1352	675
667	1354	672
668	1355	670
669	1357	668
670	1359	666
671	1360	664
672	1362	661
673	1364	659
674	1365	657
675	1367	655
676	1369	653
677	1371	651
678	1372	649
679	1374	646
680	1376	644
681	1377	642
682	1379	640
683	1381	638
684	1382	635
685	1384	633
686	1386	631
687	1388	629
688	1390	627
689	1391	625
690	1393	623
691	1395	621
692	1396	618
693	1398	616
694	1400	614
695	1402	612
696	1403	610
697	1405	608
698	1407	605
699	1408	603
700	1410	601
701	1411	599
702	1413	597
703	1415	595
704	1418	593
705	1419	591
706	1421	589
707	1423	586
708	1424	584
709	1426	582
710	1427	580
711	1429	578
712	1431	576
713	1433	574
714	1435	572
715	1437	570
716	1439	568
717	1442	566
718	1443	564
719	1445	562
720	1447	560
721	1450	558
722	1452	556
723	1453	554
724	1455	552
725	1457	549
726	1458	547
727	1460	545
728	1462	543
729	1464	541
730	1465	539
731	1467	537
732	1469	535
733	1470	533
734	1472	530
735	1474	528
736	1475	526
737	1477	524
738	1479	522
739	1481	520
740	1483	518
741	1484	516
742	1486	514
743	1488	512
744	1489	509
745	1491	507
746	1492	505
747	1494	503
748	1496	501
749	1498	499
750	1499	497
751	1501	495
752	1502	492
753	1504	490
754	1506	488
755	1507	486
756	1509	484
757	1511	482
758	1513	480
759	1515	478
760	1516	476
761	1518	474
762	1519	472
763	1521	470
764	1523	467
765	1524	465
766	1526	463
767	1528	461
768	1529	459
769	1531	457
770	1533	455
771	1534	453
772	1536	451
773	1538	449
774	1540	447
775	1541	445
776	1544	443
777	1545	441
778	1547	439
779	1549	436
780	1550	434
781	1552	432
782	1554	430
783	1555	428
784	1557	426
785	1559	424
786	1561	422
787	1562	420
788	1564	418
789	1565	416
790	1567	414
791	1569	412
792	1570	410
793	1572	407
794	1574	405
795	1576	404
796	1578	401
797	1579	399
798	1581	397
799	1583	395
800	1584	393
801	1586	391
802	1588	389
803	1589	387
804	1591	385
805	1593	383
